Step 20 | Acc 0.4478 | Time 48.0s
Step 40 | Acc 0.4980 | Time 95.6s
Step 60 | Acc 0.6153 | Time 143.4s
Step 80 | Acc 0.6483 | Time 191.7s
Step 100 | Acc 0.6504 | Time 239.7s
Step 120 | Acc 0.6687 | Time 287.8s
Step 140 | Acc 0.6622 | Time 335.8s
Step 160 | Acc 0.6891 | Time 383.6s
Step 180 | Acc 0.6634 | Time 431.7s
Step 200 | Acc 0.6972 | Time 479.5s
Step 220 | Acc 0.7107 | Time 527.3s
Step 240 | Acc 0.7156 | Time 575.0s
Step 260 | Acc 0.7441 | Time 622.9s
Step 280 | Acc 0.7478 | Time 670.8s
Step 300 | Acc 0.7604 | Time 718.8s
Step 320 | Acc 0.7575 | Time 766.7s
Step 340 | Acc 0.7335 | Time 814.6s
Step 360 | Acc 0.7531 | Time 863.0s
Step 380 | Acc 0.7490 | Time 911.2s
Step 400 | Acc 0.7677 | Time 958.9s
Step 420 | Acc 0.7563 | Time 1006.6s
Step 440 | Acc 0.7241 | Time 1054.6s
Step 460 | Acc 0.7298 | Time 1102.4s
Step 480 | Acc 0.7510 | Time 1150.2s
Step 500 | Acc 0.7673 | Time 1197.9s
