Step 20 | Acc 0.4328 | Time 56.9s
Step 40 | Acc 0.5053 | Time 138.8s
Step 60 | Acc 0.5077 | Time 220.2s
Step 80 | Acc 0.5403 | Time 301.6s
Step 100 | Acc 0.5827 | Time 383.7s
Step 120 | Acc 0.5615 | Time 465.8s
Step 140 | Acc 0.6153 | Time 520.3s
Step 160 | Acc 0.5469 | Time 602.7s
Step 180 | Acc 0.6267 | Time 657.4s
Step 200 | Acc 0.5998 | Time 739.4s
Step 220 | Acc 0.6675 | Time 794.1s
Step 240 | Acc 0.6634 | Time 876.0s
Step 260 | Acc 0.6830 | Time 930.7s
Step 280 | Acc 0.7090 | Time 1013.0s
Step 300 | Acc 0.7074 | Time 1094.6s
Step 320 | Acc 0.7180 | Time 1149.4s
Step 340 | Acc 0.6944 | Time 1231.4s
Step 360 | Acc 0.6659 | Time 1285.8s
Step 380 | Acc 0.7229 | Time 1340.1s
Step 400 | Acc 0.7278 | Time 1422.1s
Step 420 | Acc 0.7416 | Time 1503.6s
Step 440 | Acc 0.6822 | Time 1585.8s
Step 460 | Acc 0.6740 | Time 1639.9s
Step 480 | Acc 0.7311 | Time 1694.3s
