Step 20 | Acc 0.4336 | Time 52.1s
Step 40 | Acc 0.5045 | Time 106.5s
Step 60 | Acc 0.5102 | Time 183.8s
Step 80 | Acc 0.5395 | Time 261.6s
Step 100 | Acc 0.5998 | Time 339.6s
Step 120 | Acc 0.5534 | Time 417.2s
Step 140 | Acc 0.6145 | Time 467.8s
Step 160 | Acc 0.5632 | Time 545.3s
Step 180 | Acc 0.6161 | Time 595.7s
Step 200 | Acc 0.5933 | Time 673.4s
Step 220 | Acc 0.6447 | Time 723.4s
Step 240 | Acc 0.6797 | Time 800.8s
Step 260 | Acc 0.7001 | Time 878.7s
Step 280 | Acc 0.7245 | Time 956.4s
Step 300 | Acc 0.7115 | Time 1034.3s
Step 320 | Acc 0.7229 | Time 1084.6s
Step 340 | Acc 0.7188 | Time 1135.0s
Step 360 | Acc 0.7139 | Time 1185.2s
Step 380 | Acc 0.7180 | Time 1235.7s
Step 400 | Acc 0.7376 | Time 1286.4s
Step 420 | Acc 0.7449 | Time 1364.3s
Step 440 | Acc 0.6569 | Time 1442.1s
Step 460 | Acc 0.6952 | Time 1492.4s
Step 480 | Acc 0.7343 | Time 1542.8s
Step 500 | Acc 0.7474 | Time 1593.2s
Step 520 | Acc 0.7359 | Time 1670.1s
Step 540 | Acc 0.7506 | Time 1720.0s
