Step 20 | Acc 0.4311 | Time 58.3s
Step 40 | Acc 0.5061 | Time 142.5s
Step 60 | Acc 0.5151 | Time 226.3s
Step 80 | Acc 0.5363 | Time 311.0s
Step 100 | Acc 0.5681 | Time 395.3s
Step 120 | Acc 0.5534 | Time 478.9s
Step 140 | Acc 0.6292 | Time 535.5s
Step 160 | Acc 0.5811 | Time 619.7s
Step 180 | Acc 0.6618 | Time 676.4s
Step 200 | Acc 0.6341 | Time 760.0s
Step 220 | Acc 0.6218 | Time 816.9s
Step 240 | Acc 0.6724 | Time 873.5s
Step 260 | Acc 0.7139 | Time 957.6s
Step 280 | Acc 0.7319 | Time 1041.4s
Step 300 | Acc 0.7074 | Time 1125.5s
Step 320 | Acc 0.7001 | Time 1182.2s
Step 340 | Acc 0.7001 | Time 1238.6s
