Step 20 | Acc 0.7798 | Time 37.4s
Step 40 | Acc 0.8486 | Time 79.1s
Step 60 | Acc 0.8257 | Time 143.5s
Step 80 | Acc 0.8945 | Time 180.3s
Step 100 | Acc 0.8853 | Time 244.7s
Step 120 | Acc 0.8945 | Time 281.2s
Step 140 | Acc 0.8349 | Time 318.1s
Step 160 | Acc 0.8945 | Time 354.8s
Step 180 | Acc 0.8624 | Time 391.7s
Step 200 | Acc 0.8716 | Time 428.7s
Step 220 | Acc 0.8853 | Time 465.3s
Step 240 | Acc 0.8807 | Time 501.9s
Step 260 | Acc 0.8991 | Time 538.8s
Step 280 | Acc 0.9083 | Time 603.7s
Step 300 | Acc 0.8945 | Time 667.8s
Step 320 | Acc 0.8761 | Time 704.6s
Step 340 | Acc 0.9037 | Time 741.1s
Step 360 | Acc 0.9083 | Time 777.7s
Step 380 | Acc 0.8807 | Time 814.6s
Step 400 | Acc 0.8899 | Time 851.1s
Step 420 | Acc 0.8761 | Time 888.1s
Step 440 | Acc 0.9128 | Time 924.9s
Step 460 | Acc 0.8028 | Time 988.9s
Step 480 | Acc 0.8945 | Time 1025.8s
Step 500 | Acc 0.8578 | Time 1062.3s
Step 520 | Acc 0.8853 | Time 1099.4s
Step 540 | Acc 0.8578 | Time 1136.3s
Step 560 | Acc 0.8807 | Time 1173.4s
Step 580 | Acc 0.8991 | Time 1210.2s
Step 600 | Acc 0.9037 | Time 1247.2s
Step 620 | Acc 0.8853 | Time 1284.5s
Step 640 | Acc 0.8945 | Time 1321.5s
