Step 20 | Acc 0.4254 | Time 68.4s
Step 40 | Acc 0.5387 | Time 140.3s
Step 60 | Acc 0.4988 | Time 235.0s
Step 80 | Acc 0.5416 | Time 302.5s
Step 100 | Acc 0.6186 | Time 397.9s
Step 120 | Acc 0.6585 | Time 492.0s
Step 140 | Acc 0.6316 | Time 586.5s
Step 160 | Acc 0.6206 | Time 654.9s
Step 180 | Acc 0.6911 | Time 723.4s
Step 200 | Acc 0.6031 | Time 830.2s
Step 220 | Acc 0.6630 | Time 897.7s
Step 240 | Acc 0.7066 | Time 965.5s
Step 260 | Acc 0.7156 | Time 1060.1s
Step 280 | Acc 0.7090 | Time 1154.9s
Step 300 | Acc 0.6455 | Time 1222.4s
Step 320 | Acc 0.7046 | Time 1290.2s
Step 340 | Acc 0.7213 | Time 1357.7s
Step 360 | Acc 0.6125 | Time 1452.3s
Step 380 | Acc 0.6903 | Time 1519.9s
Step 400 | Acc 0.7351 | Time 1587.8s
Step 420 | Acc 0.7021 | Time 1703.5s
Step 440 | Acc 0.7266 | Time 1771.1s
Step 460 | Acc 0.7396 | Time 1838.9s
Step 480 | Acc 0.7319 | Time 1933.9s
Step 500 | Acc 0.7421 | Time 2001.9s
Step 520 | Acc 0.7441 | Time 2097.5s
Step 540 | Acc 0.7486 | Time 2192.5s
Step 560 | Acc 0.7343 | Time 2287.9s
Step 580 | Acc 0.7425 | Time 2355.7s
Step 600 | Acc 0.7384 | Time 2423.6s
Step 620 | Acc 0.7172 | Time 2491.2s
Step 640 | Acc 0.7372 | Time 2559.1s
Step 660 | Acc 0.7046 | Time 2627.9s
Step 680 | Acc 0.7368 | Time 2696.3s
Step 700 | Acc 0.7323 | Time 2764.3s
Step 720 | Acc 0.7478 | Time 2832.6s
Step 740 | Acc 0.7465 | Time 2900.4s
