Step 20 | Acc 0.4711 | Time 32.5s
Step 40 | Acc 0.5640 | Time 64.2s
Step 60 | Acc 0.5232 | Time 96.0s
Step 80 | Acc 0.6675 | Time 128.2s
Step 100 | Acc 0.6756 | Time 160.1s
Step 120 | Acc 0.6756 | Time 192.1s
Step 140 | Acc 0.7066 | Time 223.9s
Step 160 | Acc 0.7270 | Time 255.7s
Step 180 | Acc 0.7131 | Time 288.0s
Step 200 | Acc 0.7343 | Time 319.9s
Step 220 | Acc 0.7196 | Time 351.7s
Step 240 | Acc 0.7245 | Time 383.4s
Step 260 | Acc 0.7588 | Time 415.3s
Step 280 | Acc 0.7645 | Time 447.3s
Step 300 | Acc 0.7376 | Time 479.4s
Step 320 | Acc 0.7506 | Time 511.2s
Step 340 | Acc 0.7571 | Time 543.2s
Step 360 | Acc 0.7441 | Time 575.8s
Step 380 | Acc 0.7571 | Time 608.0s
Step 400 | Acc 0.7653 | Time 639.7s
Step 420 | Acc 0.7718 | Time 671.4s
Step 440 | Acc 0.7628 | Time 703.4s
Step 460 | Acc 0.7694 | Time 735.1s
Step 480 | Acc 0.7702 | Time 766.8s
Step 500 | Acc 0.7808 | Time 798.5s
