Step 20 | Acc 0.4328 | Time 52.7s
Step 40 | Acc 0.5045 | Time 106.9s
Step 60 | Acc 0.5077 | Time 184.6s
Step 80 | Acc 0.5428 | Time 263.0s
Step 100 | Acc 0.5941 | Time 341.7s
Step 120 | Acc 0.5420 | Time 418.6s
Step 140 | Acc 0.6088 | Time 468.3s
Step 160 | Acc 0.5469 | Time 545.4s
Step 180 | Acc 0.6284 | Time 597.3s
Step 200 | Acc 0.6064 | Time 674.0s
Step 220 | Acc 0.5909 | Time 723.5s
Step 240 | Acc 0.6667 | Time 773.0s
Step 260 | Acc 0.6960 | Time 851.8s
Step 280 | Acc 0.7115 | Time 931.0s
Step 300 | Acc 0.7139 | Time 1010.5s
Step 320 | Acc 0.7286 | Time 1087.9s
Step 340 | Acc 0.6789 | Time 1165.0s
Step 360 | Acc 0.7253 | Time 1214.9s
Step 380 | Acc 0.7148 | Time 1265.7s
