Step 20 | Acc 0.4711 | Time 56.6s
Step 40 | Acc 0.5656 | Time 117.1s
Step 60 | Acc 0.5281 | Time 199.9s
Step 80 | Acc 0.6642 | Time 254.1s
Step 100 | Acc 0.6756 | Time 336.2s
Step 120 | Acc 0.6732 | Time 418.5s
Step 140 | Acc 0.6944 | Time 473.2s
Step 160 | Acc 0.7205 | Time 555.2s
Step 180 | Acc 0.7180 | Time 638.2s
Step 200 | Acc 0.7359 | Time 692.9s
Step 220 | Acc 0.7368 | Time 775.1s
Step 240 | Acc 0.7343 | Time 857.7s
Step 260 | Acc 0.7522 | Time 912.3s
Step 280 | Acc 0.7555 | Time 994.6s
Step 300 | Acc 0.7694 | Time 1076.2s
Step 320 | Acc 0.7490 | Time 1158.3s
