Step 20 | Acc 0.4311 | Time 28.2s
Step 40 | Acc 0.5110 | Time 60.0s
Step 60 | Acc 0.5371 | Time 115.4s
Step 80 | Acc 0.5061 | Time 170.1s
Step 100 | Acc 0.6015 | Time 198.8s
Step 120 | Acc 0.5607 | Time 254.5s
Step 140 | Acc 0.6137 | Time 282.3s
Step 160 | Acc 0.5615 | Time 337.3s
Step 180 | Acc 0.6145 | Time 365.2s
Step 200 | Acc 0.6471 | Time 419.9s
Step 220 | Acc 0.6390 | Time 474.6s
Step 240 | Acc 0.6667 | Time 502.3s
Step 260 | Acc 0.7131 | Time 557.3s
Step 280 | Acc 0.7156 | Time 612.0s
Step 300 | Acc 0.7025 | Time 666.5s
Step 320 | Acc 0.7213 | Time 693.6s
Step 340 | Acc 0.6659 | Time 748.2s
Step 360 | Acc 0.6911 | Time 776.2s
Step 380 | Acc 0.7270 | Time 803.9s
Step 400 | Acc 0.7343 | Time 858.4s
Step 420 | Acc 0.7465 | Time 912.8s
Step 440 | Acc 0.7042 | Time 967.4s
Step 460 | Acc 0.6764 | Time 995.8s
Step 480 | Acc 0.7213 | Time 1023.7s
