Step 20 | Acc 0.4254 | Time 67.3s
Step 40 | Acc 0.5375 | Time 139.2s
Step 60 | Acc 0.4996 | Time 233.1s
Step 80 | Acc 0.5424 | Time 300.6s
Step 100 | Acc 0.6178 | Time 406.0s
Step 120 | Acc 0.6569 | Time 506.2s
Step 140 | Acc 0.6365 | Time 600.4s
Step 160 | Acc 0.6194 | Time 667.5s
Step 180 | Acc 0.6830 | Time 733.8s
Step 200 | Acc 0.5954 | Time 832.4s
Step 220 | Acc 0.6683 | Time 899.2s
Step 240 | Acc 0.6952 | Time 966.4s
Step 260 | Acc 0.7033 | Time 1060.6s
Step 280 | Acc 0.7070 | Time 1155.5s
Step 300 | Acc 0.6451 | Time 1250.3s
Step 320 | Acc 0.7099 | Time 1317.2s
Step 340 | Acc 0.7200 | Time 1411.6s
Step 360 | Acc 0.6198 | Time 1506.2s
Step 380 | Acc 0.7156 | Time 1573.5s
Step 400 | Acc 0.7233 | Time 1640.5s
Step 420 | Acc 0.7111 | Time 1749.5s
Step 440 | Acc 0.7315 | Time 1816.8s
Step 460 | Acc 0.7388 | Time 1911.3s
Step 480 | Acc 0.7359 | Time 2006.0s
Step 500 | Acc 0.7433 | Time 2073.4s
Step 520 | Acc 0.7543 | Time 2168.0s
Step 540 | Acc 0.7437 | Time 2239.0s
Step 560 | Acc 0.7514 | Time 2333.6s
Step 580 | Acc 0.7461 | Time 2405.2s
Step 600 | Acc 0.7502 | Time 2500.2s
Step 620 | Acc 0.7205 | Time 2571.5s
Step 640 | Acc 0.7327 | Time 2639.0s
Step 660 | Acc 0.7070 | Time 2706.8s
Step 680 | Acc 0.7274 | Time 2774.0s
Step 700 | Acc 0.7551 | Time 2841.4s
Step 720 | Acc 0.7571 | Time 2913.2s
