Step 20 | Acc 0.3875 | Time 133.3s
Step 40 | Acc 0.5676 | Time 271.8s
Step 60 | Acc 0.4819 | Time 431.9s
Step 80 | Acc 0.5915 | Time 565.4s
Step 100 | Acc 0.6127 | Time 725.6s
Step 120 | Acc 0.6084 | Time 885.7s
Step 140 | Acc 0.6312 | Time 1017.8s
Step 160 | Acc 0.6021 | Time 1177.6s
Step 180 | Acc 0.6697 | Time 1310.5s
Step 200 | Acc 0.6879 | Time 1470.8s
Step 220 | Acc 0.6999 | Time 1630.0s
Step 240 | Acc 0.7200 | Time 1790.4s
Step 260 | Acc 0.6738 | Time 1949.7s
Step 280 | Acc 0.6826 | Time 2082.4s
Step 300 | Acc 0.6938 | Time 2215.4s
Step 320 | Acc 0.6502 | Time 2348.4s
Step 340 | Acc 0.7009 | Time 2481.7s
Step 360 | Acc 0.6844 | Time 2613.9s
Step 380 | Acc 0.7109 | Time 2746.8s
Step 400 | Acc 0.6777 | Time 2879.1s
Step 420 | Acc 0.6789 | Time 3012.3s
Step 440 | Acc 0.7099 | Time 3145.3s
