Step 20 | Acc 0.4898 | Time 33.3s
Step 40 | Acc 0.5297 | Time 66.1s
Step 60 | Acc 0.5681 | Time 99.5s
Step 80 | Acc 0.6593 | Time 132.8s
Step 100 | Acc 0.6650 | Time 166.3s
Step 120 | Acc 0.6985 | Time 199.6s
Step 140 | Acc 0.7099 | Time 232.8s
Step 160 | Acc 0.7042 | Time 267.1s
Step 180 | Acc 0.7164 | Time 300.0s
Step 200 | Acc 0.7449 | Time 333.6s
Step 220 | Acc 0.7522 | Time 366.8s
Step 240 | Acc 0.7237 | Time 399.7s
Step 260 | Acc 0.7628 | Time 432.9s
Step 280 | Acc 0.7604 | Time 465.9s
Step 300 | Acc 0.7637 | Time 499.4s
Step 320 | Acc 0.7628 | Time 532.4s
Step 340 | Acc 0.7539 | Time 565.4s
Step 360 | Acc 0.7474 | Time 600.2s
Step 380 | Acc 0.7474 | Time 633.3s
Step 400 | Acc 0.7669 | Time 665.9s
Step 420 | Acc 0.7694 | Time 698.8s
Step 440 | Acc 0.7710 | Time 732.1s
Step 460 | Acc 0.7637 | Time 764.9s
Step 480 | Acc 0.7628 | Time 798.4s
Step 500 | Acc 0.7759 | Time 831.2s
