Step 20 | Acc 0.4874 | Time 33.6s
Step 40 | Acc 0.5395 | Time 70.3s
Step 60 | Acc 0.5558 | Time 131.0s
Step 80 | Acc 0.6650 | Time 191.3s
Step 100 | Acc 0.6251 | Time 252.7s
Step 120 | Acc 0.6903 | Time 286.3s
Step 140 | Acc 0.7082 | Time 346.7s
Step 160 | Acc 0.6985 | Time 407.0s
Step 180 | Acc 0.6862 | Time 440.1s
Step 200 | Acc 0.7196 | Time 473.2s
Step 220 | Acc 0.7368 | Time 533.4s
Step 240 | Acc 0.7148 | Time 593.4s
Step 260 | Acc 0.7531 | Time 626.2s
Step 280 | Acc 0.7637 | Time 686.2s
Step 300 | Acc 0.7482 | Time 745.9s
Step 320 | Acc 0.7522 | Time 778.0s
Step 340 | Acc 0.7547 | Time 810.7s
