Step 20 | Acc 0.3612 | Time 102.8s
Step 40 | Acc 0.5310 | Time 209.8s
Step 60 | Acc 0.5255 | Time 339.4s
Step 80 | Acc 0.5831 | Time 442.5s
Step 100 | Acc 0.6267 | Time 572.3s
Step 120 | Acc 0.6180 | Time 702.0s
Step 140 | Acc 0.6388 | Time 804.4s
Step 160 | Acc 0.6367 | Time 933.8s
Step 180 | Acc 0.5267 | Time 1036.7s
Step 200 | Acc 0.5793 | Time 1139.2s
Step 220 | Acc 0.6233 | Time 1241.8s
Step 240 | Acc 0.5756 | Time 1343.8s
Step 260 | Acc 0.6467 | Time 1445.9s
Step 280 | Acc 0.6106 | Time 1575.3s
Step 300 | Acc 0.4645 | Time 1678.1s
Step 320 | Acc 0.6373 | Time 1780.3s
Step 340 | Acc 0.6424 | Time 1882.8s
Step 360 | Acc 0.6634 | Time 1985.0s
Step 380 | Acc 0.6769 | Time 2114.7s
Step 400 | Acc 0.6508 | Time 2244.4s
Step 420 | Acc 0.6587 | Time 2347.2s
Step 440 | Acc 0.6942 | Time 2450.1s
Step 460 | Acc 0.6773 | Time 2579.9s
Step 480 | Acc 0.6699 | Time 2682.5s
Step 500 | Acc 0.6844 | Time 2785.2s
Step 520 | Acc 0.6569 | Time 2887.8s
Step 540 | Acc 0.6887 | Time 2990.2s
Step 560 | Acc 0.6862 | Time 3092.7s
Step 580 | Acc 0.7011 | Time 3195.2s
Step 600 | Acc 0.7233 | Time 3325.3s
Step 620 | Acc 0.7203 | Time 3455.0s
Step 640 | Acc 0.6999 | Time 3557.7s
Step 660 | Acc 0.7080 | Time 3660.1s
Step 680 | Acc 0.7088 | Time 3763.0s
Step 700 | Acc 0.7139 | Time 3865.9s
Step 720 | Acc 0.7274 | Time 3968.2s
Step 740 | Acc 0.7288 | Time 4098.0s
Step 760 | Acc 0.7221 | Time 4227.6s
Step 780 | Acc 0.7121 | Time 4329.9s
Step 800 | Acc 0.7027 | Time 4432.4s
Step 820 | Acc 0.6728 | Time 4535.2s
Step 840 | Acc 0.7203 | Time 4638.2s
Step 860 | Acc 0.7235 | Time 4740.8s
Step 880 | Acc 0.6972 | Time 4843.5s
Step 900 | Acc 0.7372 | Time 4946.2s
Step 920 | Acc 0.7416 | Time 5076.0s
Step 940 | Acc 0.7402 | Time 5205.8s
Step 960 | Acc 0.7306 | Time 5308.6s
Step 980 | Acc 0.7355 | Time 5411.7s
Step 1000 | Acc 0.7427 | Time 5514.4s
Step 1020 | Acc 0.7351 | Time 5644.5s
Step 1040 | Acc 0.7529 | Time 5747.4s
Step 1060 | Acc 0.7229 | Time 5854.3s
Step 1080 | Acc 0.7355 | Time 5957.2s
Step 1100 | Acc 0.7256 | Time 6059.8s
Step 1120 | Acc 0.7213 | Time 6162.5s
Step 1140 | Acc 0.7421 | Time 6264.8s
Step 1160 | Acc 0.7343 | Time 6367.7s
Step 1180 | Acc 0.6730 | Time 6470.8s
Step 1200 | Acc 0.7292 | Time 6573.5s
Step 1220 | Acc 0.7404 | Time 6675.9s
