Step 20 | Acc 0.4311 | Time 58.8s
Step 40 | Acc 0.5086 | Time 143.3s
Step 60 | Acc 0.5355 | Time 228.3s
Step 80 | Acc 0.5037 | Time 313.4s
Step 100 | Acc 0.5949 | Time 371.4s
Step 120 | Acc 0.5575 | Time 456.8s
Step 140 | Acc 0.6414 | Time 514.5s
Step 160 | Acc 0.5892 | Time 599.6s
Step 180 | Acc 0.6186 | Time 657.6s
Step 200 | Acc 0.6634 | Time 715.5s
Step 220 | Acc 0.5974 | Time 800.7s
Step 240 | Acc 0.6748 | Time 859.9s
Step 260 | Acc 0.7131 | Time 945.1s
Step 280 | Acc 0.7123 | Time 1030.9s
Step 300 | Acc 0.6870 | Time 1088.7s
Step 320 | Acc 0.7172 | Time 1147.3s
Step 340 | Acc 0.6879 | Time 1232.4s
Step 360 | Acc 0.6911 | Time 1290.4s
Step 380 | Acc 0.7311 | Time 1348.3s
