Step 20 | Acc 0.4711 | Time 32.6s
Step 40 | Acc 0.5640 | Time 68.3s
Step 60 | Acc 0.5232 | Time 127.2s
Step 80 | Acc 0.6675 | Time 159.5s
Step 100 | Acc 0.6756 | Time 218.3s
Step 120 | Acc 0.6756 | Time 277.2s
Step 140 | Acc 0.7066 | Time 308.9s
Step 160 | Acc 0.7270 | Time 367.5s
Step 180 | Acc 0.7131 | Time 426.6s
Step 200 | Acc 0.7343 | Time 458.3s
Step 220 | Acc 0.7196 | Time 517.0s
Step 240 | Acc 0.7245 | Time 548.4s
Step 260 | Acc 0.7588 | Time 580.2s
Step 280 | Acc 0.7645 | Time 639.2s
Step 300 | Acc 0.7376 | Time 698.2s
Step 320 | Acc 0.7506 | Time 729.8s
Step 340 | Acc 0.7571 | Time 761.7s
