Step 20 | Acc 0.4470 | Time 67.9s
Step 40 | Acc 0.4988 | Time 139.9s
Step 60 | Acc 0.6149 | Time 234.8s
Step 80 | Acc 0.6471 | Time 329.1s
Step 100 | Acc 0.6504 | Time 423.3s
Step 120 | Acc 0.6732 | Time 517.6s
Step 140 | Acc 0.6630 | Time 612.9s
Step 160 | Acc 0.6838 | Time 680.5s
Step 180 | Acc 0.6822 | Time 775.1s
Step 200 | Acc 0.6964 | Time 842.9s
Step 220 | Acc 0.7054 | Time 937.2s
Step 240 | Acc 0.7086 | Time 1031.7s
Step 260 | Acc 0.7408 | Time 1126.0s
Step 280 | Acc 0.7449 | Time 1220.3s
Step 300 | Acc 0.7604 | Time 1315.1s
