Step 20 | Acc 0.4478 | Time 47.9s
Step 40 | Acc 0.4980 | Time 99.4s
Step 60 | Acc 0.6157 | Time 174.0s
Step 80 | Acc 0.6467 | Time 249.0s
Step 100 | Acc 0.6544 | Time 324.0s
Step 120 | Acc 0.6695 | Time 398.8s
Step 140 | Acc 0.6626 | Time 473.4s
Step 160 | Acc 0.6887 | Time 520.9s
Step 180 | Acc 0.6675 | Time 596.4s
Step 200 | Acc 0.6980 | Time 644.0s
Step 220 | Acc 0.7135 | Time 718.6s
Step 240 | Acc 0.7200 | Time 793.3s
Step 260 | Acc 0.7469 | Time 868.5s
Step 280 | Acc 0.7363 | Time 943.1s
Step 300 | Acc 0.7604 | Time 990.7s
Step 320 | Acc 0.7547 | Time 1042.5s
Step 340 | Acc 0.7392 | Time 1094.0s
Step 360 | Acc 0.7543 | Time 1141.9s
Step 380 | Acc 0.7571 | Time 1193.5s
Step 400 | Acc 0.7767 | Time 1245.1s
