global_step,layer_id,comparison_type,rank1,rank2,server1,server2,cosine_similarity,rel_magnitude_diff,correlation,num_comparisons,num_nodes,error
0,0,intra_node,0,1,0,0,0.08440888673067093,0.0932712159408451,0.08440663665533066,,,
0,0,intra_node,0,2,0,0,0.6966948509216309,0.44382060778156884,0.6968042254447937,,,
0,0,intra_node,0,3,0,0,0.7454817295074463,0.7533450080537182,0.7454963326454163,,,
0,0,intra_node,1,2,0,0,0.285017728805542,0.4956961359750221,0.2846992313861847,,,
0,0,intra_node,1,3,0,0,0.17113959789276123,0.7279726900892228,0.17130175232887268,,,
0,0,intra_node,2,3,0,0,0.6952981948852539,0.862815576491675,0.6955310106277466,,,
0,0,intra_node,4,5,1,1,-0.5417214632034302,0.9436232583836153,-0.5417558550834656,,,
0,0,intra_node,4,6,1,1,nan,nan,0.0,,,
0,0,intra_node,4,7,1,1,-0.045151486992836,0.7348121181522136,-0.0451679602265358,,,
0,0,intra_node,5,6,1,1,nan,nan,0.0,,,
0,0,intra_node,5,7,1,1,-0.3530557453632355,0.787408303789899,-0.35308632254600525,,,
0,0,intra_node,6,7,1,1,nan,nan,0.0,,,
0,0,intra_node,8,9,2,2,nan,nan,0.0,,,
0,0,intra_node,8,10,2,2,0.44736137986183167,0.7026975914657714,0.4471854865550995,,,
0,0,intra_node,8,11,2,2,-0.1929447501897812,0.8449007135366647,-0.1927928775548935,,,
0,0,intra_node,9,10,2,2,nan,nan,0.0,,,
0,0,intra_node,9,11,2,2,nan,nan,0.0,,,
0,0,intra_node,10,11,2,2,-0.7504569292068481,0.9538886085725101,-0.7504240274429321,,,
0,0,intra_node,12,13,3,3,nan,nan,0.0,,,
0,0,intra_node,12,14,3,3,nan,nan,0.0,,,
0,0,intra_node,12,15,3,3,nan,nan,0.0,,,
0,0,intra_node,13,14,3,3,0.3658425211906433,0.6185068177692631,0.3660922944545746,,,
0,0,intra_node,13,15,3,3,nan,nan,0.0,,,
0,0,intra_node,14,15,3,3,nan,nan,0.0,,,
0,0,inter_node,0,4,0,1,0.35807132720947266,0.7929108862189531,0.3580784797668457,,,
0,0,inter_node,0,8,0,2,0.0006039831787347794,0.3402001106367023,0.0005876229843124747,,,
0,0,inter_node,0,12,0,3,nan,nan,0.0,,,
0,0,inter_node,4,8,1,2,0.46817076206207275,0.6861334517941698,0.4682886004447937,,,
0,0,inter_node,4,12,1,3,nan,nan,0.0,,,
0,0,inter_node,8,12,2,3,nan,nan,0.0,,,
0,0,inter_node,1,5,0,1,-0.35204893350601196,0.7531574043573886,-0.3520204424858093,,,
0,0,inter_node,1,9,0,2,nan,nan,0.0,,,
0,0,inter_node,1,13,0,3,-0.1596384346485138,0.4074954406968639,-0.1598171442747116,,,
0,0,inter_node,5,9,1,2,nan,nan,0.0,,,
0,0,inter_node,5,13,1,3,0.1969396471977234,0.5833912300473587,0.1969776600599289,,,
0,0,inter_node,9,13,2,3,nan,nan,0.0,,,
0,0,inter_node,2,6,0,1,nan,nan,0.0,,,
0,0,inter_node,2,10,0,2,0.6946384310722351,0.8908997968855353,0.6945105791091919,,,
0,0,inter_node,2,14,0,3,-0.6427974700927734,0.5517852113788716,-0.6426391005516052,,,
0,0,inter_node,6,10,1,2,nan,nan,0.0,,,
0,0,inter_node,6,14,1,3,nan,nan,0.0,,,
0,0,inter_node,10,14,2,3,-0.6947821974754333,0.951099675522528,-0.6946206092834473,,,
0,0,inter_node,3,7,0,1,0.3738904893398285,0.684146048688129,0.37387844920158386,,,
0,0,inter_node,3,11,0,2,-0.6851853132247925,0.9420187637642607,-0.6853073239326477,,,
0,0,inter_node,3,15,0,3,nan,nan,0.0,,,
0,0,inter_node,7,11,1,2,-0.4329659640789032,0.8164302330399241,-0.4330526888370514,,,
0,0,inter_node,7,15,1,3,nan,nan,0.0,,,
0,0,inter_node,11,15,2,3,nan,nan,0.0,,,
0,0,cluster_edge,0,15,0,3,nan,nan,0.0,,,
0,0,cluster_edge,1,14,0,3,-0.49843651056289673,0.7739635501852262,-0.49815618991851807,,,
0,0,cluster_edge,2,13,0,3,-0.3740783929824829,0.14886078747122877,-0.37426480650901794,,,
0,0,cluster_edge,3,12,0,3,nan,nan,0.0,,,
0,0,global_diversity,-1,-1,-1,-1,nan,nan,-0.009740986861288548,120,4,
1,0,intra_node,0,1,0,0,0.02985866367816925,0.6954310676165669,0.030034609138965607,,,
1,0,intra_node,0,2,0,0,nan,nan,0.0,,,
1,0,intra_node,0,3,0,0,0.07376327365636826,0.6235013379006845,0.07421382516622543,,,
1,0,intra_node,1,2,0,0,nan,nan,0.0,,,
1,0,intra_node,1,3,0,0,0.4194980263710022,0.19104909779708126,0.41935503482818604,,,
1,0,intra_node,2,3,0,0,nan,nan,0.0,,,
1,0,intra_node,4,5,1,1,0.5486741065979004,0.47278566839428093,0.5485374331474304,,,
1,0,intra_node,4,6,1,1,0.3053549826145172,0.6941656934378049,0.305228054523468,,,
1,0,intra_node,4,7,1,1,-0.6978507041931152,0.6200789724765513,-0.6977789402008057,,,
1,0,intra_node,5,6,1,1,-0.2735702395439148,0.41990517285308643,-0.2739919424057007,,,
1,0,intra_node,5,7,1,1,-0.29784682393074036,0.7997001894112671,-0.29756850004196167,,,
1,0,intra_node,6,7,1,1,-0.5289974808692932,0.8838071159989694,-0.5289046764373779,,,
1,0,intra_node,8,9,2,2,-0.6904938220977783,0.6116347708155985,-0.6904928088188171,,,
1,0,intra_node,8,10,2,2,0.4522032141685486,0.2088155659632486,0.4522354304790497,,,
1,0,intra_node,8,11,2,2,-0.13407307863235474,0.2545809281524285,-0.13401974737644196,,,
1,0,intra_node,9,10,2,2,-0.294041246175766,0.6927314759481861,-0.2941184341907501,,,
1,0,intra_node,9,11,2,2,0.18082664906978607,0.4789974608218541,0.18069010972976685,,,
1,0,intra_node,10,11,2,2,-0.3968967795372009,0.4102360335200786,-0.3970087170600891,,,
1,0,intra_node,12,13,3,3,0.41257596015930176,0.734047343085981,0.41246476769447327,,,
1,0,intra_node,12,14,3,3,-0.5693512558937073,0.9428963426082702,-0.5693911910057068,,,
1,0,intra_node,12,15,3,3,0.1870872527360916,0.6727906626470813,0.1874489188194275,,,
1,0,intra_node,13,14,3,3,-0.3207147419452667,0.7852863812141155,-0.32072436809539795,,,
1,0,intra_node,13,15,3,3,0.049432478845119476,0.9129778073639156,0.04972122237086296,,,
1,0,intra_node,14,15,3,3,-0.4685823321342468,0.9813151501044239,-0.468713641166687,,,
1,0,inter_node,0,4,0,1,-0.22712481021881104,0.8703269100319981,-0.22738002240657806,,,
1,0,inter_node,0,8,0,2,-0.18237259984016418,0.8687507878512911,-0.18246063590049744,,,
1,0,inter_node,0,12,0,3,-0.41403400897979736,0.9775665473196183,-0.4143233895301819,,,
1,0,inter_node,4,8,1,2,0.6457940340042114,0.012008622032117161,0.6458009481430054,,,
1,0,inter_node,4,12,1,3,0.6038416028022766,0.8269999374124786,0.6037575006484985,,,
1,0,inter_node,8,12,2,3,0.568491518497467,0.8290774297756247,0.568488359451294,,,
1,0,inter_node,1,5,0,1,-0.33738481998443604,0.7755335354800387,-0.3372129499912262,,,
1,0,inter_node,1,9,0,2,0.25806158781051636,0.09878328950636618,0.2579573392868042,,,
1,0,inter_node,1,13,0,3,-0.37843093276023865,0.7230469287023185,-0.3783327043056488,,,
1,0,inter_node,5,9,1,2,-0.41663020849227905,0.7977070712291845,-0.41649746894836426,,,
1,0,inter_node,5,13,1,3,0.2777007222175598,0.18951444203810716,0.27748262882232666,,,
1,0,inter_node,9,13,2,3,-0.7075141668319702,0.7504052641239947,-0.7074702382087708,,,
1,0,inter_node,2,6,0,1,nan,nan,0.0,,,
1,0,inter_node,2,10,0,2,nan,nan,0.0,,,
1,0,inter_node,2,14,0,3,nan,nan,0.0,,,
1,0,inter_node,6,10,1,2,0.3647357225418091,0.618089480819842,0.3648262321949005,,,
1,0,inter_node,6,14,1,3,-0.8329950571060181,0.8990505714312698,-0.8330436944961548,,,
1,0,inter_node,10,14,2,3,-0.48007306456565857,0.7356725633390852,-0.4800852835178375,,,
1,0,inter_node,3,7,0,1,0.6962447762489319,0.09344722566634182,0.6961554288864136,,,
1,0,inter_node,3,11,0,2,0.3654348850250244,0.5323372622692288,0.36520904302597046,,,
1,0,inter_node,3,15,0,3,0.009495135396718979,0.980503422920134,0.008894212543964386,,,
1,0,inter_node,7,11,1,2,0.3144029378890991,0.48413070813829184,0.3142416775226593,,,
1,0,inter_node,7,15,1,3,-0.09168418496847153,0.97849372079392,-0.0920591652393341,,,
1,0,inter_node,11,15,2,3,0.042366523295640945,0.9583106039739904,0.04208028316497803,,,
1,0,cluster_edge,0,15,0,3,-0.3609772324562073,0.9926595648139143,-0.3607969284057617,,,
1,0,cluster_edge,1,14,0,3,0.06410553306341171,0.22472923741256964,0.06409347057342529,,,
1,0,cluster_edge,2,13,0,3,nan,nan,0.0,,,
1,0,cluster_edge,3,12,0,3,-0.4071812033653259,0.940415584599172,-0.4069754481315613,,,
1,0,global_diversity,-1,-1,-1,-1,nan,nan,-0.03134279325604439,120,4,
2,0,intra_node,0,1,0,0,0.4074760675430298,0.20045335346861337,0.4072875380516052,,,
2,0,intra_node,0,2,0,0,-0.7279751300811768,0.7598037310808418,-0.7278993725776672,,,
2,0,intra_node,0,3,0,0,0.47382503747940063,0.27987738530066486,0.4738266170024872,,,
2,0,intra_node,1,2,0,0,-0.46348831057548523,0.8079518786763359,-0.4632733166217804,,,
2,0,intra_node,1,3,0,0,0.18433013558387756,0.09933633287890181,0.18429221212863922,,,
2,0,intra_node,2,3,0,0,-0.4343961179256439,0.8270292347849111,-0.4344053268432617,,,
2,0,intra_node,4,5,1,1,-0.6650789976119995,0.7426880740368832,-0.6652708053588867,,,
2,0,intra_node,4,6,1,1,0.3272135853767395,0.9656325316543323,0.32720091938972473,,,
2,0,intra_node,4,7,1,1,0.6974454522132874,0.2661731587020484,0.6980259418487549,,,
2,0,intra_node,5,6,1,1,-0.3918869197368622,0.8664365508243329,-0.39185911417007446,,,
2,0,intra_node,5,7,1,1,-0.7684658765792847,0.8111776021421936,-0.7685145139694214,,,
2,0,intra_node,6,7,1,1,0.33957386016845703,0.9747802292604912,0.3396049737930298,,,
2,0,intra_node,8,9,2,2,0.17058321833610535,0.9725353231440456,0.1706143170595169,,,
2,0,intra_node,8,10,2,2,0.4317959249019623,0.48765053004520115,0.4318148195743561,,,
2,0,intra_node,8,11,2,2,0.6345534920692444,0.8504795255171238,0.6347704529762268,,,
2,0,intra_node,9,10,2,2,-0.3300841450691223,0.946394641808886,-0.33021411299705505,,,
2,0,intra_node,9,11,2,2,0.30377480387687683,0.8163149431478041,0.3035670816898346,,,
