Step 20 | Acc 0.4454 | Time 48.9s
Step 40 | Acc 0.4984 | Time 101.6s
Step 60 | Acc 0.6198 | Time 178.3s
Step 80 | Acc 0.6520 | Time 255.3s
Step 100 | Acc 0.5522 | Time 332.2s
Step 120 | Acc 0.6781 | Time 381.6s
Step 140 | Acc 0.6826 | Time 458.0s
Step 160 | Acc 0.6964 | Time 535.3s
Step 180 | Acc 0.6923 | Time 612.2s
Step 200 | Acc 0.6940 | Time 661.6s
Step 220 | Acc 0.6952 | Time 710.9s
Step 240 | Acc 0.7017 | Time 759.6s
Step 260 | Acc 0.7359 | Time 837.0s
Step 280 | Acc 0.7298 | Time 913.8s
Step 300 | Acc 0.7490 | Time 963.3s
Step 320 | Acc 0.7469 | Time 1039.0s
Step 340 | Acc 0.7323 | Time 1088.3s
Step 360 | Acc 0.7543 | Time 1138.0s
Step 380 | Acc 0.7649 | Time 1215.1s
Step 400 | Acc 0.7751 | Time 1291.6s
