Step 20 | Acc 0.4311 | Time 28.5s
Step 40 | Acc 0.5110 | Time 60.3s
Step 60 | Acc 0.5371 | Time 116.0s
Step 80 | Acc 0.5061 | Time 170.7s
Step 100 | Acc 0.6015 | Time 199.5s
Step 120 | Acc 0.5607 | Time 255.1s
Step 140 | Acc 0.6137 | Time 283.0s
Step 160 | Acc 0.5615 | Time 338.3s
Step 180 | Acc 0.6145 | Time 366.4s
Step 200 | Acc 0.6471 | Time 421.6s
Step 220 | Acc 0.6390 | Time 476.6s
Step 240 | Acc 0.6667 | Time 504.7s
Step 260 | Acc 0.7131 | Time 560.1s
Step 280 | Acc 0.7156 | Time 615.1s
Step 300 | Acc 0.7025 | Time 670.1s
Step 320 | Acc 0.7213 | Time 697.4s
Step 340 | Acc 0.6659 | Time 752.4s
Step 360 | Acc 0.6911 | Time 780.6s
Step 380 | Acc 0.7270 | Time 808.6s
Step 400 | Acc 0.7343 | Time 863.4s
Step 420 | Acc 0.7465 | Time 918.3s
Step 440 | Acc 0.7042 | Time 973.1s
Step 460 | Acc 0.6764 | Time 1001.7s
Step 480 | Acc 0.7213 | Time 1029.9s
