Step 20 | Acc 0.4694 | Time 32.4s
Step 40 | Acc 0.5648 | Time 63.9s
Step 60 | Acc 0.5403 | Time 95.5s
Step 80 | Acc 0.6667 | Time 127.6s
Step 100 | Acc 0.6732 | Time 159.5s
Step 120 | Acc 0.6944 | Time 191.4s
Step 140 | Acc 0.6797 | Time 223.2s
Step 160 | Acc 0.7188 | Time 254.9s
Step 180 | Acc 0.7148 | Time 287.0s
Step 200 | Acc 0.7425 | Time 318.7s
Step 220 | Acc 0.7376 | Time 350.4s
Step 240 | Acc 0.7400 | Time 382.0s
Step 260 | Acc 0.7408 | Time 413.8s
Step 280 | Acc 0.7563 | Time 445.5s
Step 300 | Acc 0.7783 | Time 477.4s
Step 320 | Acc 0.7596 | Time 509.1s
Step 340 | Acc 0.7726 | Time 540.9s
Step 360 | Acc 0.7506 | Time 573.1s
Step 380 | Acc 0.7694 | Time 605.1s
Step 400 | Acc 0.7808 | Time 636.6s
Step 420 | Acc 0.7628 | Time 668.2s
Step 440 | Acc 0.7685 | Time 700.1s
Step 460 | Acc 0.7848 | Time 731.7s
Step 480 | Acc 0.7824 | Time 763.3s
Step 500 | Acc 0.7718 | Time 795.0s
