Step 20 | Acc 0.3855 | Time 133.0s
Step 40 | Acc 0.5630 | Time 270.0s
Step 60 | Acc 0.4552 | Time 430.2s
Step 80 | Acc 0.5941 | Time 562.9s
Step 100 | Acc 0.6182 | Time 723.2s
Step 120 | Acc 0.5962 | Time 884.3s
Step 140 | Acc 0.6569 | Time 1017.7s
Step 160 | Acc 0.6194 | Time 1177.6s
Step 180 | Acc 0.6538 | Time 1311.0s
Step 200 | Acc 0.6893 | Time 1444.3s
Step 220 | Acc 0.7029 | Time 1604.8s
Step 240 | Acc 0.7131 | Time 1765.9s
Step 260 | Acc 0.6946 | Time 1926.2s
Step 280 | Acc 0.7037 | Time 2058.7s
Step 300 | Acc 0.7103 | Time 2191.8s
Step 320 | Acc 0.7007 | Time 2324.6s
Step 340 | Acc 0.6799 | Time 2457.8s
Step 360 | Acc 0.7137 | Time 2590.7s
Step 380 | Acc 0.7097 | Time 2751.3s
Step 400 | Acc 0.7139 | Time 2885.3s
Step 420 | Acc 0.6691 | Time 3046.8s
Step 440 | Acc 0.7192 | Time 3181.0s
Step 460 | Acc 0.7221 | Time 3342.7s
Step 480 | Acc 0.7017 | Time 3503.1s
Step 500 | Acc 0.7123 | Time 3637.1s
Step 520 | Acc 0.7011 | Time 3770.8s
Step 540 | Acc 0.7262 | Time 3904.4s
Step 560 | Acc 0.6982 | Time 4065.5s
Step 580 | Acc 0.7337 | Time 4198.5s
Step 600 | Acc 0.7337 | Time 4359.4s
Step 620 | Acc 0.7170 | Time 4492.9s
Step 640 | Acc 0.7070 | Time 4626.0s
Step 660 | Acc 0.7262 | Time 4759.3s
Step 680 | Acc 0.6991 | Time 4892.7s
Step 700 | Acc 0.7217 | Time 5026.1s
Step 720 | Acc 0.7200 | Time 5159.3s
Step 740 | Acc 0.7378 | Time 5292.9s
Step 760 | Acc 0.7374 | Time 5454.3s
Step 780 | Acc 0.7304 | Time 5587.7s
Step 800 | Acc 0.7046 | Time 5721.1s
Step 820 | Acc 0.6736 | Time 5854.5s
Step 840 | Acc 0.7343 | Time 5987.8s
Step 860 | Acc 0.7363 | Time 6121.2s
Step 880 | Acc 0.7107 | Time 6255.3s
Step 900 | Acc 0.7288 | Time 6388.6s
Step 920 | Acc 0.7223 | Time 6522.3s
Step 940 | Acc 0.7292 | Time 6656.1s
