Step 20 | Acc 0.5373 | Time 93.7s
Step 40 | Acc 0.5876 | Time 190.5s
Step 60 | Acc 0.6182 | Time 310.6s
Step 80 | Acc 0.6724 | Time 430.1s
Step 100 | Acc 0.6671 | Time 551.5s
Step 120 | Acc 0.7131 | Time 644.1s
Step 140 | Acc 0.6862 | Time 764.4s
Step 160 | Acc 0.7145 | Time 857.3s
Step 180 | Acc 0.7268 | Time 977.9s
Step 200 | Acc 0.6432 | Time 1097.8s
Step 220 | Acc 0.7339 | Time 1189.9s
Step 240 | Acc 0.7182 | Time 1310.9s
Step 260 | Acc 0.7394 | Time 1403.9s
Step 280 | Acc 0.7182 | Time 1523.1s
Step 300 | Acc 0.7455 | Time 1616.4s
Step 320 | Acc 0.3513 | Time 1737.9s
Step 340 | Acc 0.3341 | Time 1830.9s
Step 360 | Acc 0.3209 | Time 1923.0s
Step 380 | Acc 0.3148 | Time 2016.0s
Step 400 | Acc 0.3339 | Time 2109.0s
Step 420 | Acc 0.3513 | Time 2201.8s
Step 440 | Acc 0.3339 | Time 2294.9s
Step 460 | Acc 0.3513 | Time 2387.7s
Step 480 | Acc 0.3339 | Time 2480.6s
Step 500 | Acc 0.3352 | Time 2573.4s
