Step 20 | Acc 0.4478 | Time 48.2s
Step 40 | Acc 0.4980 | Time 99.8s
Step 60 | Acc 0.6153 | Time 174.5s
Step 80 | Acc 0.6483 | Time 249.9s
Step 100 | Acc 0.6504 | Time 324.7s
Step 120 | Acc 0.6687 | Time 399.7s
Step 140 | Acc 0.6622 | Time 474.5s
Step 160 | Acc 0.6891 | Time 522.2s
Step 180 | Acc 0.6634 | Time 597.4s
Step 200 | Acc 0.6972 | Time 645.1s
Step 220 | Acc 0.7107 | Time 719.9s
Step 240 | Acc 0.7156 | Time 794.5s
Step 260 | Acc 0.7441 | Time 869.3s
Step 280 | Acc 0.7478 | Time 944.1s
Step 300 | Acc 0.7604 | Time 1019.0s
Step 320 | Acc 0.7575 | Time 1070.8s
Step 340 | Acc 0.7335 | Time 1122.6s
Step 360 | Acc 0.7531 | Time 1170.9s
Step 380 | Acc 0.7490 | Time 1223.0s
Step 400 | Acc 0.7677 | Time 1297.6s
Step 420 | Acc 0.7563 | Time 1349.1s
