Step 20 | Acc 0.5381 | Time 91.8s
Step 40 | Acc 0.5956 | Time 187.4s
Step 60 | Acc 0.6155 | Time 306.2s
Step 80 | Acc 0.6581 | Time 424.9s
Step 100 | Acc 0.6974 | Time 544.8s
Step 120 | Acc 0.7097 | Time 663.1s
Step 140 | Acc 0.7056 | Time 782.2s
Step 160 | Acc 0.7088 | Time 873.6s
Step 180 | Acc 0.7245 | Time 965.9s
Step 200 | Acc 0.6565 | Time 1084.5s
Step 220 | Acc 0.7274 | Time 1175.8s
Step 240 | Acc 0.7225 | Time 1294.2s
Step 260 | Acc 0.7394 | Time 1385.6s
Step 280 | Acc 0.7188 | Time 1503.9s
Step 300 | Acc 0.7514 | Time 1595.8s
