Step 20 | Acc 0.4662 | Time 58.5s
Step 40 | Acc 0.5640 | Time 119.8s
Step 60 | Acc 0.5281 | Time 204.1s
Step 80 | Acc 0.6504 | Time 261.3s
Step 100 | Acc 0.6479 | Time 345.4s
Step 120 | Acc 0.6813 | Time 402.6s
Step 140 | Acc 0.6985 | Time 486.3s
Step 160 | Acc 0.7359 | Time 570.2s
Step 180 | Acc 0.7148 | Time 654.3s
Step 200 | Acc 0.7327 | Time 711.1s
Step 220 | Acc 0.7262 | Time 768.3s
Step 240 | Acc 0.7408 | Time 825.2s
Step 260 | Acc 0.7620 | Time 908.8s
Step 280 | Acc 0.7637 | Time 993.0s
Step 300 | Acc 0.7498 | Time 1076.8s
Step 320 | Acc 0.7522 | Time 1133.1s
