Step 20 | Acc 0.3865 | Time 136.3s
Step 40 | Acc 0.5630 | Time 277.1s
Step 60 | Acc 0.5230 | Time 440.6s
Step 80 | Acc 0.6078 | Time 577.3s
Step 100 | Acc 0.6253 | Time 740.6s
Step 120 | Acc 0.5931 | Time 904.1s
Step 140 | Acc 0.6432 | Time 1040.6s
Step 160 | Acc 0.6601 | Time 1203.8s
Step 180 | Acc 0.6722 | Time 1367.9s
Step 200 | Acc 0.6665 | Time 1531.4s
Step 220 | Acc 0.7025 | Time 1668.3s
Step 240 | Acc 0.6907 | Time 1832.1s
Step 260 | Acc 0.7035 | Time 1968.6s
Step 280 | Acc 0.6832 | Time 2132.5s
Step 300 | Acc 0.7037 | Time 2269.2s
Step 320 | Acc 0.6577 | Time 2432.4s
Step 340 | Acc 0.6787 | Time 2569.1s
Step 360 | Acc 0.6936 | Time 2704.8s
Step 380 | Acc 0.7154 | Time 2841.4s
Step 400 | Acc 0.7005 | Time 3004.4s
Step 420 | Acc 0.6432 | Time 3141.4s
Step 440 | Acc 0.7086 | Time 3277.2s
Step 460 | Acc 0.7266 | Time 3414.0s
Step 480 | Acc 0.6915 | Time 3578.3s
Step 500 | Acc 0.7001 | Time 3714.1s
Step 520 | Acc 0.7166 | Time 3851.1s
Step 540 | Acc 0.6785 | Time 3988.2s
Step 560 | Acc 0.6530 | Time 4125.7s
Step 580 | Acc 0.7076 | Time 4262.4s
Step 600 | Acc 0.7361 | Time 4399.2s
Step 620 | Acc 0.7086 | Time 4562.5s
Step 640 | Acc 0.7272 | Time 4699.1s
Step 660 | Acc 0.7282 | Time 4835.4s
Step 680 | Acc 0.6972 | Time 4972.1s
Step 700 | Acc 0.7266 | Time 5108.9s
Step 720 | Acc 0.7341 | Time 5244.8s
Step 740 | Acc 0.7506 | Time 5381.9s
