Step 20 | Acc 0.5369 | Time 129.6s
Step 40 | Acc 0.5945 | Time 286.5s
Step 60 | Acc 0.6002 | Time 443.3s
Step 80 | Acc 0.6471 | Time 599.8s
Step 100 | Acc 0.6927 | Time 756.3s
Step 120 | Acc 0.7064 | Time 912.1s
Step 140 | Acc 0.6927 | Time 1068.2s
Step 160 | Acc 0.6850 | Time 1197.6s
Step 180 | Acc 0.7237 | Time 1327.2s
Step 200 | Acc 0.6284 | Time 1484.4s
Step 220 | Acc 0.7249 | Time 1614.0s
Step 240 | Acc 0.7188 | Time 1770.3s
Step 260 | Acc 0.7349 | Time 1899.3s
Step 280 | Acc 0.7264 | Time 2055.6s
Step 300 | Acc 0.7484 | Time 2184.2s
Step 320 | Acc 0.7225 | Time 2340.4s
Step 340 | Acc 0.7435 | Time 2470.2s
Step 360 | Acc 0.7392 | Time 2600.0s
Step 380 | Acc 0.7506 | Time 2729.1s
