Step 20 | Acc 0.5371 | Time 91.2s
Step 40 | Acc 0.5921 | Time 186.3s
Step 60 | Acc 0.6019 | Time 304.3s
Step 80 | Acc 0.6762 | Time 422.6s
Step 100 | Acc 0.6775 | Time 541.5s
Step 120 | Acc 0.7262 | Time 658.9s
Step 140 | Acc 0.7015 | Time 777.0s
Step 160 | Acc 0.7027 | Time 867.7s
Step 180 | Acc 0.7205 | Time 958.6s
Step 200 | Acc 0.6638 | Time 1049.2s
Step 220 | Acc 0.7319 | Time 1139.9s
Step 240 | Acc 0.7125 | Time 1257.6s
Step 260 | Acc 0.7347 | Time 1348.1s
Step 280 | Acc 0.7260 | Time 1465.8s
Step 300 | Acc 0.7496 | Time 1556.4s
Step 320 | Acc 0.7386 | Time 1673.9s
Step 340 | Acc 0.7323 | Time 1765.0s
Step 360 | Acc 0.7492 | Time 1855.6s
Step 380 | Acc 0.7569 | Time 1946.1s
