global_step,layer_id,comparison_type,rank1,rank2,server1,server2,cosine_similarity,rel_magnitude_diff,correlation,num_comparisons,num_nodes,error
0,19,intra_node,0,1,0,0,0.7231273055076599,0.8525890274398013,0.7231054306030273,,,
0,19,intra_node,0,2,0,0,0.8256514668464661,0.07109398491937892,0.825648307800293,,,
0,19,intra_node,0,3,0,0,0.8153414726257324,0.5281613736982266,0.815427303314209,,,
0,19,intra_node,1,2,0,0,0.7892910838127136,0.8630690608999471,0.7893056869506836,,,
0,19,intra_node,1,3,0,0,0.7854123115539551,0.687581803728974,0.7855727076530457,,,
0,19,intra_node,2,3,0,0,0.9359396696090698,0.5617062618809053,0.9359933733940125,,,
0,19,intra_node,4,5,1,1,-0.8690688014030457,0.06932267220253685,-0.869162917137146,,,
0,19,intra_node,4,6,1,1,-0.7533546090126038,0.6917502790273704,-0.7534494996070862,,,
0,19,intra_node,4,7,1,1,0.786821722984314,0.6591705022741122,0.7868330478668213,,,
0,19,intra_node,5,6,1,1,0.8201135396957397,0.6687899105674658,0.8201038837432861,,,
0,19,intra_node,5,7,1,1,-0.7428831458091736,0.6337833881346466,-0.7429118156433105,,,
0,19,intra_node,6,7,1,1,-0.7143399119377136,0.09558966278048053,-0.7143712639808655,,,
0,19,intra_node,8,9,2,2,-0.6786412596702576,0.746207541002192,-0.6787343621253967,,,
0,19,intra_node,8,10,2,2,0.8720335364341736,0.25062229087576343,0.8720182776451111,,,
0,19,intra_node,8,11,2,2,-0.7243787050247192,0.9128720618657036,-0.7244067788124084,,,
0,19,intra_node,9,10,2,2,-0.7344952821731567,0.8098135884832158,-0.7346118688583374,,,
0,19,intra_node,9,11,2,2,0.7583547830581665,0.656696111151794,0.7583690881729126,,,
0,19,intra_node,10,11,2,2,-0.7973175048828125,0.9347082653202028,-0.7973618507385254,,,
0,19,intra_node,12,13,3,3,0.642899215221405,0.33632982190704297,0.6428372859954834,,,
0,19,intra_node,12,14,3,3,0.9025595784187317,0.1046283647376514,0.9025533199310303,,,
0,19,intra_node,12,15,3,3,0.7781115174293518,0.10266334810470869,0.7784799933433533,,,
0,19,intra_node,13,14,3,3,0.697144091129303,0.40576854736605494,0.6970977783203125,,,
0,19,intra_node,13,15,3,3,0.6907994151115417,0.2604000107527096,0.6909859776496887,,,
0,19,intra_node,14,15,3,3,0.7871255874633789,0.19655021461167216,0.7873523831367493,,,
0,19,inter_node,0,4,0,1,0.8260459303855896,0.5797432156568443,0.8261542320251465,,,
0,19,inter_node,0,8,0,2,0.7059888243675232,0.8963159847553548,0.7059640884399414,,,
0,19,inter_node,0,12,0,3,-0.7773642539978027,0.002988001202973126,-0.7773758769035339,,,
0,19,inter_node,4,8,1,2,0.7138581275939941,0.7532841369671186,0.7139861583709717,,,
0,19,inter_node,4,12,1,3,-0.7802766561508179,0.5809989434340193,-0.7805827856063843,,,
0,19,inter_node,8,12,2,3,-0.7870548367500305,0.8966257927176349,-0.7870446443557739,,,
0,19,inter_node,1,5,0,1,-0.7995627522468567,0.6735518493894715,-0.7995598316192627,,,
0,19,inter_node,1,9,0,2,-0.6991521120071411,0.6391749189010754,-0.6992922425270081,,,
0,19,inter_node,1,13,0,3,-0.7057889103889465,0.7785488737505515,-0.705742597579956,,,
0,19,inter_node,5,9,1,2,0.8143761157989502,0.09527311788775364,0.8144411444664001,,,
0,19,inter_node,5,13,1,3,0.6878116130828857,0.3216346123104478,0.6877917051315308,,,
0,19,inter_node,9,13,2,3,0.6718137264251709,0.38626459786276623,0.671921968460083,,,
0,19,inter_node,2,6,0,1,-0.8276866674423218,0.21038355634298944,-0.8276824355125427,,,
0,19,inter_node,2,10,0,2,0.8198182582855225,0.927825405446462,0.8198257684707642,,,
0,19,inter_node,2,14,0,3,-0.8198188543319702,0.03898107101653519,-0.8198328018188477,,,
0,19,inter_node,6,10,1,2,-0.9287309646606445,0.9430097533262486,-0.9287324547767639,,,
0,19,inter_node,6,14,1,3,0.9284327030181885,0.17835495239178933,0.9284394383430481,,,
0,19,inter_node,10,14,2,3,-0.9311989545822144,0.930638848442343,-0.9311890006065369,,,
0,19,inter_node,3,7,0,1,0.8226873874664307,0.6173374755592441,0.8226936459541321,,,
0,19,inter_node,3,11,0,2,-0.8407334089279175,0.6035037170889709,-0.8407520651817322,,,
0,19,inter_node,3,15,0,3,-0.8881139755249023,0.4757499641576347,-0.8881159424781799,,,
0,19,inter_node,7,11,1,2,-0.6871286630630493,0.03489000796856758,-0.6871309876441956,,,
0,19,inter_node,7,15,1,3,-0.7680639624595642,0.2700763027590575,-0.7680871486663818,,,
0,19,inter_node,11,15,2,3,0.7873924374580383,0.24368859169663448,0.7874380350112915,,,
0,19,cluster_edge,0,15,0,3,-0.8213469982147217,0.09997406954179257,-0.8214919567108154,,,
0,19,cluster_edge,1,14,0,3,-0.888840913772583,0.868406775561367,-0.8888208866119385,,,
0,19,cluster_edge,2,13,0,3,-0.7697888612747192,0.38166519439684277,-0.7697911858558655,,,
0,19,cluster_edge,3,12,0,3,-0.7949477434158325,0.5295712280812255,-0.7952172756195068,,,
0,19,global_diversity,-1,-1,-1,-1,-0.05683552473783493,0.5193547606468201,-0.05683499202132225,120,4,
1,19,intra_node,0,1,0,0,0.8428372144699097,0.5588293364287853,0.8428947925567627,,,
1,19,intra_node,0,2,0,0,0.6380875706672668,0.4529209220535521,0.6379812955856323,,,
1,19,intra_node,0,3,0,0,0.7795505523681641,0.5752286381233583,0.7795665264129639,,,
1,19,intra_node,1,2,0,0,0.708350658416748,0.19358885880406543,0.7086452841758728,,,
1,19,intra_node,1,3,0,0,0.811799943447113,0.03717223978997817,0.8117978572845459,,,
1,19,intra_node,2,3,0,0,0.7774736881256104,0.22356496711391066,0.7777323722839355,,,
1,19,intra_node,4,5,1,1,0.8459294438362122,0.9656024678762927,0.8459219336509705,,,
1,19,intra_node,4,6,1,1,0.7649961113929749,0.9537268836861506,0.7649794220924377,,,
1,19,intra_node,4,7,1,1,-0.8749129176139832,0.9936836613597141,-0.8749071359634399,,,
1,19,intra_node,5,6,1,1,0.8240557909011841,0.2566411155366213,0.8240343928337097,,,
1,19,intra_node,5,7,1,1,-0.8601611852645874,0.8163723310855608,-0.8601628541946411,,,
1,19,intra_node,6,7,1,1,-0.8849651217460632,0.8634987408791519,-0.884964644908905,,,
1,19,intra_node,8,9,2,2,-0.908439576625824,0.7256588223647037,-0.9084843993186951,,,
1,19,intra_node,8,10,2,2,0.9022711515426636,0.9239372150636938,0.9022648334503174,,,
1,19,intra_node,8,11,2,2,-0.793500542640686,0.5901667343086364,-0.7935047745704651,,,
1,19,intra_node,9,10,2,2,-0.8784158229827881,0.9791328460063535,-0.8784958720207214,,,
1,19,intra_node,9,11,2,2,0.7458138465881348,0.3306029534413229,0.7459685206413269,,,
1,19,intra_node,10,11,2,2,-0.7873722910881042,0.9688269404519738,-0.7873362302780151,,,
1,19,intra_node,12,13,3,3,0.9014631509780884,0.7628458667623662,0.9014711380004883,,,
1,19,intra_node,12,14,3,3,-0.9215875864028931,0.9732038123070216,-0.9216250777244568,,,
1,19,intra_node,12,15,3,3,0.6876654624938965,0.9641292040859795,0.6876603364944458,,,
1,19,intra_node,13,14,3,3,-0.9065727591514587,0.8870094004807917,-0.9065722227096558,,,
1,19,intra_node,13,15,3,3,0.688418447971344,0.848744799745585,0.6884021759033203,,,
1,19,intra_node,14,15,3,3,-0.7108127474784851,0.25298039783653453,-0.7108025550842285,,,
1,19,inter_node,0,4,0,1,-0.8148156404495239,0.9836551849287821,-0.8148232102394104,,,
1,19,inter_node,0,8,0,2,-0.7465298175811768,0.3575466842494098,-0.7465109825134277,,,
1,19,inter_node,0,12,0,3,-0.8019871711730957,0.9345638024533179,-0.8019372224807739,,,
1,19,inter_node,4,8,1,2,0.801159679889679,0.9745587505418633,0.8011460304260254,,,
1,19,inter_node,4,12,1,3,0.8801137208938599,0.7502175296851946,0.8801242709159851,,,
1,19,inter_node,8,12,2,3,0.8721290230751038,0.8981463774216314,0.8721267580986023,,,
1,19,inter_node,1,5,0,1,-0.8086438179016113,0.7903671436373733,-0.8086597919464111,,,
1,19,inter_node,1,9,0,2,0.7857463359832764,0.03207256851810504,0.7857550382614136,,,
1,19,inter_node,1,13,0,3,-0.8013529777526855,0.8782710202047378,-0.8013545274734497,,,
1,19,inter_node,5,9,1,2,-0.8615564703941345,0.7970906077867097,-0.861623227596283,,,
1,19,inter_node,5,13,1,3,0.8741456866264343,0.41932299207575957,0.8741380572319031,,,
1,19,inter_node,9,13,2,3,-0.8842574954032898,0.8821751812498604,-0.8842945694923401,,,
1,19,inter_node,2,6,0,1,-0.7772256731987,0.8067580688164983,-0.7773705124855042,,,
1,19,inter_node,2,10,0,2,-0.7913797497749329,0.9732660024667328,-0.7914762496948242,,,
1,19,inter_node,2,14,0,3,0.7790398001670837,0.25147751623361597,0.7793291807174683,,,
1,19,inter_node,6,10,1,2,0.9007806777954102,0.8616552972249035,0.9007692933082581,,,
1,19,inter_node,6,14,1,3,-0.9221357703208923,0.8553540697027125,-0.9221431016921997,,,
1,19,inter_node,10,14,2,3,-0.9189897179603577,0.9799890017653945,-0.9190081357955933,,,
1,19,inter_node,3,7,0,1,0.8856556415557861,0.09023302886278328,0.8856505751609802,,,
1,19,inter_node,3,11,0,2,0.777545690536499,0.3341297724742184,0.7775834202766418,,,
1,19,inter_node,3,15,0,3,-0.6988089680671692,0.22512389146433825,-0.6987960338592529,,,
1,19,inter_node,7,11,1,2,0.776060163974762,0.3942132599334203,0.7760981917381287,,,
1,19,inter_node,7,15,1,3,-0.7087125182151794,0.2950433097309178,-0.7086998820304871,,,
1,19,inter_node,11,15,2,3,-0.7566295862197876,0.14067523802724577,-0.7566623687744141,,,
1,19,cluster_edge,0,15,0,3,-0.6757558584213257,0.45182028817566433,-0.675754964351654,,,
1,19,cluster_edge,1,14,0,3,0.8411155939102173,0.0717855377639001,0.8411131501197815,,,
1,19,cluster_edge,2,13,0,3,-0.7413607835769653,0.8490484895648465,-0.7415396571159363,,,
1,19,cluster_edge,3,12,0,3,-0.9008092880249023,0.9722045772520669,-0.9008346199989319,,,
1,19,global_diversity,-1,-1,-1,-1,-0.05627190321683884,0.6468209028244019,-0.05627043545246124,120,4,
2,19,intra_node,0,1,0,0,0.7250334024429321,0.4720939519045235,0.7250249981880188,,,
2,19,intra_node,0,2,0,0,-0.8628935217857361,0.9845656910383357,-0.8629288673400879,,,
2,19,intra_node,0,3,0,0,0.7666552066802979,0.6378980796063644,0.7670307159423828,,,
2,19,intra_node,1,2,0,0,-0.8161261677742004,0.9707631518575197,-0.8161313533782959,,,
2,19,intra_node,1,3,0,0,0.7083777189254761,0.31407885607678,0.708615243434906,,,
2,19,intra_node,2,3,0,0,-0.7827644348144531,0.9573757881623882,-0.7829270958900452,,,
2,19,intra_node,4,5,1,1,-0.9115061163902283,0.9881963538416451,-0.911491334438324,,,
2,19,intra_node,4,6,1,1,0.6096306443214417,0.10551301215349165,0.6097046136856079,,,
2,19,intra_node,4,7,1,1,0.9093495011329651,0.16917777083547722,0.9093310832977295,,,
2,19,intra_node,5,6,1,1,-0.6627651453018188,0.9868040046208246,-0.6628228425979614,,,
2,19,intra_node,5,7,1,1,-0.9117530584335327,0.9901932683864463,-0.9117379188537598,,,
2,19,intra_node,6,7,1,1,0.6499878168106079,0.25684032679870455,0.650054931640625,,,
2,19,intra_node,8,9,2,2,-0.6409124732017517,0.5490181843413188,-0.6408957839012146,,,
2,19,intra_node,8,10,2,2,0.7722340822219849,0.5420377207018885,0.7722474932670593,,,
2,19,intra_node,8,11,2,2,0.6880108118057251,0.56059161401578,0.6879945397377014,,,
2,19,intra_node,9,10,2,2,-0.7764009237289429,0.7934673397789496,-0.7764158844947815,,,
2,19,intra_node,9,11,2,2,-0.6811352372169495,0.02566274131820067,-0.6811172366142273,,,
2,19,intra_node,10,11,2,2,0.757193922996521,0.7987675340119622,0.7572161555290222,,,
2,19,intra_node,12,13,3,3,0.7258636355400085,0.8562866618098445,0.7260308861732483,,,
2,19,intra_node,12,14,3,3,-0.6761531829833984,0.445214708660417,-0.6761310696601868,,,
2,19,intra_node,12,15,3,3,0.863632321357727,0.6789594639506061,0.863630473613739,,,
2,19,intra_node,13,14,3,3,-0.8887033462524414,0.7409568342319499,-0.8888181447982788,,,
2,19,intra_node,13,15,3,3,0.7980881929397583,0.9538621928699846,0.7981907725334167,,,
2,19,intra_node,14,15,3,3,-0.7483923435211182,0.821891432676021,-0.7483790516853333,,,
2,19,inter_node,0,4,0,1,0.9338252544403076,0.06573716339300771,0.9338225722312927,,,
2,19,inter_node,0,8,0,2,-0.7216778993606567,0.43820245084474174,-0.7216649055480957,,,
2,19,inter_node,0,12,0,3,-0.8907722234725952,0.8532097414049681,-0.8907588124275208,,,
2,19,inter_node,4,8,1,2,-0.7489957213401794,0.398672913935477,-0.7489981651306152,,,
2,19,inter_node,4,12,1,3,-0.8746359944343567,0.8428811969786391,-0.8746200203895569,,,
