Step 20 | Acc 0.7844 | Time 37.7s
Step 40 | Acc 0.8486 | Time 79.5s
Step 60 | Acc 0.7982 | Time 144.2s
Step 80 | Acc 0.9083 | Time 181.6s
Step 100 | Acc 0.9037 | Time 246.1s
Step 120 | Acc 0.9083 | Time 283.3s
Step 140 | Acc 0.8807 | Time 320.7s
Step 160 | Acc 0.8670 | Time 358.1s
Step 180 | Acc 0.8624 | Time 395.5s
Step 200 | Acc 0.8853 | Time 432.6s
Step 220 | Acc 0.8807 | Time 469.8s
Step 240 | Acc 0.9266 | Time 507.4s
Step 260 | Acc 0.8349 | Time 572.0s
Step 280 | Acc 0.9083 | Time 608.9s
Step 300 | Acc 0.9220 | Time 646.1s
Step 320 | Acc 0.9037 | Time 682.6s
Step 340 | Acc 0.9128 | Time 719.7s
Step 360 | Acc 0.8991 | Time 756.7s
