Step 20 | Acc 0.4250 | Time 70.1s
Step 40 | Acc 0.5330 | Time 144.0s
Step 60 | Acc 0.4988 | Time 241.0s
Step 80 | Acc 0.5391 | Time 310.5s
Step 100 | Acc 0.6190 | Time 406.8s
Step 120 | Acc 0.6569 | Time 521.2s
Step 140 | Acc 0.6186 | Time 617.4s
Step 160 | Acc 0.6328 | Time 686.3s
Step 180 | Acc 0.6842 | Time 755.2s
Step 200 | Acc 0.6023 | Time 851.9s
Step 220 | Acc 0.6361 | Time 921.0s
Step 240 | Acc 0.6936 | Time 989.8s
Step 260 | Acc 0.6817 | Time 1101.3s
Step 280 | Acc 0.7095 | Time 1170.8s
Step 300 | Acc 0.6846 | Time 1267.8s
Step 320 | Acc 0.6834 | Time 1337.3s
Step 340 | Acc 0.7143 | Time 1406.8s
Step 360 | Acc 0.6296 | Time 1504.1s
Step 380 | Acc 0.6769 | Time 1573.7s
Step 400 | Acc 0.7245 | Time 1643.5s
Step 420 | Acc 0.7152 | Time 1740.3s
Step 440 | Acc 0.7160 | Time 1810.2s
Step 460 | Acc 0.7388 | Time 1879.4s
Step 480 | Acc 0.7351 | Time 1976.8s
Step 500 | Acc 0.7327 | Time 2046.0s
Step 520 | Acc 0.7490 | Time 2115.4s
Step 540 | Acc 0.7347 | Time 2212.0s
Step 560 | Acc 0.7368 | Time 2281.5s
Step 580 | Acc 0.7339 | Time 2351.1s
Step 600 | Acc 0.7363 | Time 2420.4s
Step 620 | Acc 0.7205 | Time 2489.8s
Step 640 | Acc 0.7343 | Time 2559.4s
Step 660 | Acc 0.7123 | Time 2628.5s
Step 680 | Acc 0.7131 | Time 2697.4s
Step 700 | Acc 0.7327 | Time 2766.3s
Step 720 | Acc 0.7429 | Time 2835.4s
