Step 20 | Acc 0.4478 | Time 48.0s
Step 40 | Acc 0.4988 | Time 95.9s
Step 60 | Acc 0.6153 | Time 143.9s
Step 80 | Acc 0.6467 | Time 192.4s
Step 100 | Acc 0.6512 | Time 240.7s
Step 120 | Acc 0.6687 | Time 288.9s
Step 140 | Acc 0.6683 | Time 337.2s
Step 160 | Acc 0.6805 | Time 385.2s
Step 180 | Acc 0.6842 | Time 433.6s
Step 200 | Acc 0.6985 | Time 482.2s
Step 220 | Acc 0.7062 | Time 530.3s
Step 240 | Acc 0.7074 | Time 578.0s
Step 260 | Acc 0.7421 | Time 626.0s
Step 280 | Acc 0.7416 | Time 674.0s
Step 300 | Acc 0.7579 | Time 722.1s
Step 320 | Acc 0.7535 | Time 770.0s
Step 340 | Acc 0.7486 | Time 818.0s
Step 360 | Acc 0.7579 | Time 866.8s
Step 380 | Acc 0.7531 | Time 915.1s
Step 400 | Acc 0.7771 | Time 962.8s
Step 420 | Acc 0.7559 | Time 1010.8s
Step 440 | Acc 0.7518 | Time 1058.9s
Step 460 | Acc 0.7343 | Time 1106.8s
Step 480 | Acc 0.7368 | Time 1155.3s
Step 500 | Acc 0.7298 | Time 1203.1s
