Step 20 | Acc 0.4311 | Time 53.7s
Step 40 | Acc 0.5061 | Time 110.7s
Step 60 | Acc 0.5151 | Time 190.2s
Step 80 | Acc 0.5363 | Time 269.9s
Step 100 | Acc 0.5681 | Time 349.7s
Step 120 | Acc 0.5534 | Time 428.8s
Step 140 | Acc 0.6292 | Time 480.8s
Step 160 | Acc 0.5811 | Time 560.3s
Step 180 | Acc 0.6618 | Time 612.4s
Step 200 | Acc 0.6341 | Time 691.6s
Step 220 | Acc 0.6218 | Time 743.8s
Step 240 | Acc 0.6724 | Time 796.4s
Step 260 | Acc 0.7139 | Time 875.4s
Step 280 | Acc 0.7319 | Time 955.2s
Step 300 | Acc 0.7074 | Time 1034.5s
Step 320 | Acc 0.7001 | Time 1086.5s
Step 340 | Acc 0.7001 | Time 1138.8s
Step 360 | Acc 0.7245 | Time 1190.6s
Step 380 | Acc 0.7302 | Time 1243.1s
Step 400 | Acc 0.7196 | Time 1295.0s
Step 420 | Acc 0.7457 | Time 1348.2s
Step 440 | Acc 0.7205 | Time 1427.9s
Step 460 | Acc 0.6764 | Time 1479.8s
Step 480 | Acc 0.7441 | Time 1532.1s
Step 500 | Acc 0.7465 | Time 1584.6s
Step 520 | Acc 0.7555 | Time 1664.0s
