Step 20 | Acc 0.4254 | Time 70.7s
Step 40 | Acc 0.5375 | Time 144.4s
Step 60 | Acc 0.4988 | Time 239.8s
Step 80 | Acc 0.5387 | Time 308.8s
Step 100 | Acc 0.6182 | Time 405.5s
Step 120 | Acc 0.6597 | Time 501.7s
Step 140 | Acc 0.6288 | Time 597.9s
Step 160 | Acc 0.6222 | Time 666.4s
Step 180 | Acc 0.6703 | Time 735.0s
Step 200 | Acc 0.5913 | Time 838.1s
Step 220 | Acc 0.6764 | Time 906.8s
Step 240 | Acc 0.7074 | Time 1002.6s
Step 260 | Acc 0.7184 | Time 1098.3s
Step 280 | Acc 0.7082 | Time 1194.6s
Step 300 | Acc 0.6491 | Time 1263.0s
Step 320 | Acc 0.7058 | Time 1331.7s
Step 340 | Acc 0.7331 | Time 1400.4s
Step 360 | Acc 0.6047 | Time 1496.2s
Step 380 | Acc 0.6940 | Time 1564.8s
Step 400 | Acc 0.7384 | Time 1633.9s
Step 420 | Acc 0.7148 | Time 1730.2s
Step 440 | Acc 0.7311 | Time 1798.8s
Step 460 | Acc 0.7347 | Time 1867.9s
Step 480 | Acc 0.7351 | Time 1936.8s
Step 500 | Acc 0.7429 | Time 2006.0s
Step 520 | Acc 0.7445 | Time 2108.2s
Step 540 | Acc 0.7400 | Time 2204.5s
Step 560 | Acc 0.7425 | Time 2273.5s
Step 580 | Acc 0.7233 | Time 2342.7s
Step 600 | Acc 0.7384 | Time 2411.3s
Step 620 | Acc 0.7184 | Time 2480.2s
Step 640 | Acc 0.7384 | Time 2549.7s
Step 660 | Acc 0.7021 | Time 2618.8s
Step 680 | Acc 0.7339 | Time 2688.1s
Step 700 | Acc 0.7441 | Time 2757.4s
Step 720 | Acc 0.7380 | Time 2826.3s
