Step 20 | Acc 0.4454 | Time 49.0s
Step 40 | Acc 0.4984 | Time 97.8s
Step 60 | Acc 0.6198 | Time 146.6s
Step 80 | Acc 0.6520 | Time 195.8s
Step 100 | Acc 0.5522 | Time 245.8s
Step 120 | Acc 0.6781 | Time 295.2s
Step 140 | Acc 0.6826 | Time 344.5s
Step 160 | Acc 0.6964 | Time 394.0s
Step 180 | Acc 0.6923 | Time 443.8s
Step 200 | Acc 0.6940 | Time 493.2s
Step 220 | Acc 0.6952 | Time 542.3s
Step 240 | Acc 0.7017 | Time 590.9s
Step 260 | Acc 0.7359 | Time 640.7s
Step 280 | Acc 0.7298 | Time 689.6s
Step 300 | Acc 0.7490 | Time 739.2s
Step 320 | Acc 0.7469 | Time 787.8s
Step 340 | Acc 0.7323 | Time 837.1s
Step 360 | Acc 0.7543 | Time 886.6s
Step 380 | Acc 0.7649 | Time 935.8s
Step 400 | Acc 0.7751 | Time 984.9s
Step 420 | Acc 0.7531 | Time 1033.9s
Step 440 | Acc 0.7490 | Time 1083.0s
Step 460 | Acc 0.7335 | Time 1132.1s
Step 480 | Acc 0.7567 | Time 1181.8s
Step 500 | Acc 0.7535 | Time 1230.5s
