Step 20 | Acc 0.5375 | Time 91.6s
Step 40 | Acc 0.5860 | Time 188.3s
Step 60 | Acc 0.6312 | Time 306.7s
Step 80 | Acc 0.6746 | Time 424.6s
Step 100 | Acc 0.6803 | Time 544.5s
Step 120 | Acc 0.7319 | Time 662.7s
Step 140 | Acc 0.6919 | Time 781.5s
Step 160 | Acc 0.6868 | Time 872.7s
Step 180 | Acc 0.7221 | Time 964.4s
Step 200 | Acc 0.6685 | Time 1056.4s
Step 220 | Acc 0.7321 | Time 1147.4s
Step 240 | Acc 0.7266 | Time 1265.3s
Step 260 | Acc 0.7337 | Time 1356.7s
Step 280 | Acc 0.7015 | Time 1474.8s
Step 300 | Acc 0.7414 | Time 1565.8s
Step 320 | Acc 0.7361 | Time 1683.7s
Step 340 | Acc 0.7135 | Time 1775.4s
Step 360 | Acc 0.7563 | Time 1866.3s
