Step 20 | Acc 0.4328 | Time 50.0s
Step 40 | Acc 0.5045 | Time 103.5s
Step 60 | Acc 0.5077 | Time 179.8s
Step 80 | Acc 0.5428 | Time 256.4s
Step 100 | Acc 0.5941 | Time 332.9s
Step 120 | Acc 0.5420 | Time 408.6s
Step 140 | Acc 0.6088 | Time 458.0s
Step 160 | Acc 0.5469 | Time 534.1s
Step 180 | Acc 0.6284 | Time 584.0s
Step 200 | Acc 0.6064 | Time 660.7s
Step 220 | Acc 0.5909 | Time 710.2s
Step 240 | Acc 0.6667 | Time 759.1s
Step 260 | Acc 0.6960 | Time 837.1s
Step 280 | Acc 0.7115 | Time 914.8s
Step 300 | Acc 0.7139 | Time 992.2s
Step 320 | Acc 0.7286 | Time 1069.3s
Step 340 | Acc 0.6789 | Time 1145.8s
Step 360 | Acc 0.7253 | Time 1195.0s
Step 380 | Acc 0.7148 | Time 1244.5s
