Step 20 | Acc 0.4311 | Time 28.6s
Step 40 | Acc 0.5110 | Time 60.9s
Step 60 | Acc 0.5371 | Time 116.8s
Step 80 | Acc 0.5061 | Time 171.7s
Step 100 | Acc 0.6015 | Time 200.5s
Step 120 | Acc 0.5607 | Time 256.4s
Step 140 | Acc 0.6137 | Time 284.3s
Step 160 | Acc 0.5615 | Time 339.9s
Step 180 | Acc 0.6145 | Time 368.0s
Step 200 | Acc 0.6471 | Time 423.4s
Step 220 | Acc 0.6390 | Time 478.8s
Step 240 | Acc 0.6667 | Time 506.8s
Step 260 | Acc 0.7131 | Time 562.4s
Step 280 | Acc 0.7156 | Time 617.6s
Step 300 | Acc 0.7025 | Time 672.8s
Step 320 | Acc 0.7213 | Time 700.1s
Step 340 | Acc 0.6659 | Time 755.4s
Step 360 | Acc 0.6911 | Time 783.8s
Step 380 | Acc 0.7270 | Time 811.8s
Step 400 | Acc 0.7343 | Time 866.8s
Step 420 | Acc 0.7465 | Time 921.8s
Step 440 | Acc 0.7042 | Time 977.0s
Step 460 | Acc 0.6764 | Time 1005.7s
Step 480 | Acc 0.7213 | Time 1033.8s
