Step 20 | Acc 0.7844 | Time 37.0s
Step 40 | Acc 0.8486 | Time 77.9s
Step 60 | Acc 0.7982 | Time 141.5s
Step 80 | Acc 0.8853 | Time 177.6s
Step 100 | Acc 0.9128 | Time 240.9s
Step 120 | Acc 0.9037 | Time 305.2s
Step 140 | Acc 0.8807 | Time 341.5s
Step 160 | Acc 0.8945 | Time 377.6s
Step 180 | Acc 0.8761 | Time 413.6s
Step 200 | Acc 0.8991 | Time 449.8s
Step 220 | Acc 0.8899 | Time 486.3s
Step 240 | Acc 0.8945 | Time 522.2s
Step 260 | Acc 0.8670 | Time 557.7s
Step 280 | Acc 0.8991 | Time 593.3s
Step 300 | Acc 0.8899 | Time 629.3s
