Layer,LayerShape,global_elems,elem_size_bytes,global_bytes,ag_tensor_elems,ag_tensor_bytes,ag_total_packets,ag_dropped_packets,ag_received_packets,rs_tensor_elems,rs_tensor_bytes,rs_total_packets,rs_dropped_packets,rs_received_packets
0,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
1,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
2,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
3,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
4,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
5,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
6,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
7,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
8,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
9,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
10,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
11,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
12,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
13,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
14,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
15,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
16,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
17,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
18,"global_elems=1034516480, dtype=torch.float16",1034516480,2,2069032960,129314560,258629120,178365,0,178365,1034516480,2069032960,1426920,0,1426920
