Step 20 | Acc 0.4478 | Time 48.0s
Step 40 | Acc 0.4988 | Time 95.6s
Step 60 | Acc 0.6149 | Time 143.5s
Step 80 | Acc 0.6463 | Time 191.7s
Step 100 | Acc 0.6504 | Time 239.6s
Step 120 | Acc 0.6699 | Time 287.8s
Step 140 | Acc 0.6654 | Time 335.5s
Step 160 | Acc 0.6826 | Time 383.2s
Step 180 | Acc 0.6813 | Time 431.4s
Step 200 | Acc 0.6985 | Time 479.2s
Step 220 | Acc 0.7066 | Time 527.0s
Step 240 | Acc 0.7074 | Time 574.7s
Step 260 | Acc 0.7421 | Time 622.7s
Step 280 | Acc 0.7437 | Time 670.5s
Step 300 | Acc 0.7559 | Time 718.3s
Step 320 | Acc 0.7559 | Time 766.1s
Step 340 | Acc 0.7380 | Time 813.9s
Step 360 | Acc 0.7535 | Time 861.8s
Step 380 | Acc 0.7535 | Time 910.1s
Step 400 | Acc 0.7791 | Time 957.8s
Step 420 | Acc 0.7632 | Time 1005.6s
Step 440 | Acc 0.7608 | Time 1053.6s
Step 460 | Acc 0.7229 | Time 1101.4s
Step 480 | Acc 0.7482 | Time 1149.1s
Step 500 | Acc 0.7620 | Time 1196.9s
