Step 20 | Acc 0.4882 | Time 33.2s
Step 40 | Acc 0.5338 | Time 69.7s
Step 60 | Acc 0.5689 | Time 129.2s
Step 80 | Acc 0.6544 | Time 189.3s
Step 100 | Acc 0.6699 | Time 249.9s
Step 120 | Acc 0.6968 | Time 310.0s
Step 140 | Acc 0.7107 | Time 370.1s
Step 160 | Acc 0.7074 | Time 430.2s
Step 180 | Acc 0.7148 | Time 463.6s
Step 200 | Acc 0.7596 | Time 523.8s
Step 220 | Acc 0.7376 | Time 560.6s
Step 240 | Acc 0.7376 | Time 620.0s
Step 260 | Acc 0.7628 | Time 653.4s
Step 280 | Acc 0.7677 | Time 690.1s
Step 300 | Acc 0.7710 | Time 727.3s
Step 320 | Acc 0.7677 | Time 763.5s
