Step 20 | Acc 0.4912 | Time 79.6s
Step 40 | Acc 0.5636 | Time 163.7s
Step 60 | Acc 0.6241 | Time 271.0s
Step 80 | Acc 0.6377 | Time 413.0s
Step 100 | Acc 0.6840 | Time 520.1s
Step 120 | Acc 0.6799 | Time 627.6s
Step 140 | Acc 0.6826 | Time 708.0s
Step 160 | Acc 0.7282 | Time 788.5s
Step 180 | Acc 0.7245 | Time 896.1s
Step 200 | Acc 0.6716 | Time 976.5s
Step 220 | Acc 0.7272 | Time 1057.0s
Step 240 | Acc 0.7421 | Time 1137.5s
Step 260 | Acc 0.7357 | Time 1244.6s
Step 280 | Acc 0.7421 | Time 1325.3s
Step 300 | Acc 0.7433 | Time 1405.7s
Step 320 | Acc 0.7359 | Time 1523.2s
Step 340 | Acc 0.7376 | Time 1603.7s
Step 360 | Acc 0.7031 | Time 1684.2s
Step 380 | Acc 0.7588 | Time 1764.6s
Step 400 | Acc 0.7439 | Time 1887.8s
Step 420 | Acc 0.7563 | Time 1968.2s
Step 440 | Acc 0.7382 | Time 2048.8s
Step 460 | Acc 0.7616 | Time 2129.2s
