Step 20 | Acc 0.3572 | Time 102.1s
Step 40 | Acc 0.5297 | Time 208.6s
Step 60 | Acc 0.5183 | Time 337.5s
Step 80 | Acc 0.5685 | Time 439.9s
Step 100 | Acc 0.6251 | Time 569.3s
Step 120 | Acc 0.6225 | Time 698.9s
Step 140 | Acc 0.6347 | Time 801.5s
Step 160 | Acc 0.6267 | Time 931.3s
Step 180 | Acc 0.6536 | Time 1034.0s
Step 200 | Acc 0.6850 | Time 1164.0s
Step 220 | Acc 0.6976 | Time 1293.2s
Step 240 | Acc 0.7221 | Time 1422.5s
Step 260 | Acc 0.7074 | Time 1552.1s
Step 280 | Acc 0.6775 | Time 1654.7s
Step 300 | Acc 0.7064 | Time 1757.4s
Step 320 | Acc 0.7311 | Time 1860.4s
Step 340 | Acc 0.7451 | Time 1990.1s
Step 360 | Acc 0.7280 | Time 2119.6s
Step 380 | Acc 0.7298 | Time 2222.3s
Step 400 | Acc 0.6491 | Time 2324.5s
Step 420 | Acc 0.7256 | Time 2427.1s
Step 440 | Acc 0.7384 | Time 2530.1s
Step 460 | Acc 0.7268 | Time 2632.0s
Step 480 | Acc 0.7172 | Time 2734.4s
Step 500 | Acc 0.7306 | Time 2836.6s
Step 520 | Acc 0.7423 | Time 2938.8s
Step 540 | Acc 0.7445 | Time 3040.8s
